pc_time,seq,pico_time,CH4_ppm,H2O_ppm,C2H6_ppb
2026-09-25T20:31:46.850670,73,09/25/2026 20:31:49.535,2.52664,19625.4,7.0838
2026-09-25T20:31:48.891481,74,09/25/2026 20:31:50.528,30.3111,34.4162,30.3111
2026-09-25T20:31:49.900520,75,09/25/2026 20:31:52.514,2.52819,19634.9,6.32935
2026-09-25T20:31:50.860912,76,09/25/2026 20:31:53.508,2.53165,19634.5,6.46356
2026-09-25T20:31:51.885180,77,09/25/2026 20:31:54.501,2.52943,19646.1,7.02237
2026-09-25T20:31:52.810622,78,09/25/2026 20:31:55.494,2.52892,19635.7,6.0463
2026-09-25T20:31:53.849655,79,09/25/2026 20:31:56.487,2.5316,19628.1,7.14399
2026-09-25T20:31:54.892935,80,09/25/2026 20:31:57.481,2.53236,19607.4,6.50741
2026-09-25T20:31:55.852220,81,09/25/2026 20:31:58.474,2.53133,19634.3,6.52229
2026-09-25T20:31:56.847964,82,09/25/2026 20:31:59.467,2.5304,19620.3,6.41387
2026-09-25T20:31:58.821375,83,09/25/2026 20:32:00.461,30.3077,34.5139,30.3077
2026-09-25T20:31:59.748773,84,09/25/2026 20:32:02.447,2.5311,19577.4,6.44738
2026-09-25T20:32:00.762162,85,09/25/2026 20:32:03.440,2.53231,19558,7.05747
2026-09-25T20:32:01.802597,86,09/25/2026 20:32:04.434,2.53091,19552.2,7.04005
2026-09-25T20:32:02.747262,87,09/25/2026 20:32:05.427,2.53064,19538.2,6.62798
2026-09-25T20:32:03.792188,88,09/25/2026 20:32:06.420,2.52997,19514.2,6.50415
2026-09-25T20:32:04.803423,89,09/25/2026 20:32:07.414,2.53166,19513.3,6.6493
2026-09-25T20:32:05.726952,90,09/25/2026 20:32:08.407,2.5361,19481.4,6.78372
2026-09-25T20:32:06.752823,91,09/25/2026 20:32:09.400,2.53262,19506.6,6.39788
2026-09-25T20:32:08.710302,92,09/25/2026 20:32:10.393,30.3053,34.5139,30.3053
2026-09-25T20:32:09.754994,93,09/25/2026 20:32:12.380,2.53276,19482.7,6.81765
2026-09-25T20:32:10.780040,94,09/25/2026 20:32:13.373,2.53211,19500.1,6.46619
2026-09-25T20:32:11.697378,95,09/25/2026 20:32:14.367,2.53289,19480.1,6.64193
2026-09-25T20:32:12.713239,96,09/25/2026 20:32:15.360,2.53131,19482.3,6.50709
2026-09-25T20:32:13.737902,97,09/25/2026 20:32:16.353,2.53063,19496,6.32679
2026-09-25T20:32:14.667483,98,09/25/2026 20:32:17.346,2.53477,19466.5,5.5449
2026-09-25T20:32:15.707593,99,09/25/2026 20:32:18.340,2.52974,19470.8,6.66177
2026-09-25T20:32:16.731882,100,09/25/2026 20:32:19.333,2.53491,19443.2,6.37712
2026-09-25T20:32:18.694187,101,09/25/2026 20:32:20.326,34.6116,30.3031,2.53434
2026-09-25T20:32:19.679859,102,09/25/2026 20:32:22.313,2.52925,19431,6.41942
2026-09-25T20:32:20.674183,103,09/25/2026 20:32:23.306,2.53355,19425.6,6.5647
2026-09-25T20:32:21.687333,104,09/25/2026 20:32:24.299,2.53703,19413.8,6.14095
2026-09-25T20:32:22.612696,105,09/25/2026 20:32:25.293,2.53636,19404.8,6.09133
2026-09-25T20:32:23.644645,106,09/25/2026 20:32:26.286,2.53612,19425.1,6.51665
2026-09-25T20:32:24.654001,107,09/25/2026 20:32:27.279,2.52926,19436.9,6.12737
2026-09-25T20:32:25.665159,108,09/25/2026 20:32:28.272,2.53212,19421.6,6.19394
2026-09-25T20:32:26.659794,109,09/25/2026 20:32:29.266,2.53145,19433.3,6.28308
2026-09-25T20:32:28.556482,110,09/25/2026 20:32:30.259,34.6996,30.3021,2.53663
2026-09-25T20:32:29.590052,111,09/25/2026 20:32:32.246,2.53414,19437.6,6.4364
2026-09-25T20:32:30.545954,112,09/25/2026 20:32:33.239,2.53535,19455.2,6.1695
2026-09-25T20:32:31.572629,113,09/25/2026 20:32:34.232,2.53862,19433.3,6.40942
2026-09-25T20:32:32.541109,114,09/25/2026 20:32:35.225,2.53389,19440,5.76902
2026-09-25T20:32:33.595618,115,09/25/2026 20:32:36.219,2.53127,19460.4,5.79153
2026-09-25T20:32:34.558955,116,09/25/2026 20:32:37.212,2.53313,19461,6.6214
2026-09-25T20:32:35.587606,117,09/25/2026 20:32:38.205,2.53586,19470.3,6.41966
2026-09-25T20:32:36.552409,118,09/25/2026 20:32:39.199,2.53429,19451.3,6.29038
2026-09-25T20:32:38.546016,119,09/25/2026 20:32:40.192,34.7191,30.2992,2.53816
2026-09-25T20:32:39.599745,120,09/25/2026 20:32:42.178,2.53735,19432,5.73095
2026-09-25T20:32:40.535079,121,09/25/2026 20:32:43.172,2.53319,19426.4,5.72515
2026-09-25T20:32:41.467272,122,09/25/2026 20:32:44.165,2.53303,19409.2,6.15443
2026-09-25T20:32:42.475066,123,09/25/2026 20:32:45.158,2.53536,19419.2,6.23567
2026-09-25T20:32:43.520477,124,09/25/2026 20:32:46.151,2.53222,19412.1,5.80791
2026-09-25T20:32:44.543211,125,09/25/2026 20:32:47.145,2.53584,19403.3,6.108
2026-09-25T20:32:45.479495,126,09/25/2026 20:32:48.138,2.53851,19398.3,6.06763
2026-09-25T20:32:46.526658,127,09/25/2026 20:32:49.131,2.53792,19390.4,6.29702
2026-09-25T20:32:48.474482,128,09/25/2026 20:32:50.125,34.807,30.2955,2.53596
2026-09-25T20:32:49.516752,129,09/25/2026 20:32:52.111,2.53606,19426.3,5.94099
2026-09-25T20:32:50.478020,130,09/25/2026 20:32:53.104,2.5363,19420.8,6.15412
2026-09-25T20:32:51.502897,131,09/25/2026 20:32:54.098,2.53525,19435.4,6.10567
2026-09-25T20:32:52.420450,132,09/25/2026 20:32:55.091,2.53503,19442.5,5.87324
2026-09-25T20:32:53.449756,133,09/25/2026 20:32:56.084,2.5364,19467,5.88744
2026-09-25T20:32:54.474755,134,09/25/2026 20:32:57.078,2.53701,19463.5,6.0305
2026-09-25T20:32:55.408936,135,09/25/2026 20:32:58.071,2.53345,19459.2,6.06887
2026-09-25T20:32:56.435511,136,09/25/2026 20:32:59.064,2.53504,19486.6,5.62697
2026-09-25T20:32:57.366758,137,09/25/2026 20:33:00.057,2.53613,19484.5,5.83302
2026-09-25T20:32:59.437495,138,09/25/2026 20:33:01.051,34.807,30.2922,2.54238
2026-09-25T20:33:00.363781,139,09/25/2026 20:33:03.037,2.53515,19472.4,5.76007
2026-09-25T20:33:01.409288,140,09/25/2026 20:33:04.031,2.53543,19459.8,6.07906
2026-09-25T20:33:02.339057,141,09/25/2026 20:33:05.024,2.53582,19434.9,5.64289
2026-09-25T20:33:03.351898,142,09/25/2026 20:33:06.017,2.53764,19426.6,5.677
2026-09-25T20:33:04.367020,143,09/25/2026 20:33:07.010,2.53403,19430.5,5.62578
2026-09-25T20:33:05.412509,144,09/25/2026 20:33:08.004,2.53971,19409.5,5.99006
2026-09-25T20:33:06.338124,145,09/25/2026 20:33:08.997,2.53682,19427.3,5.66033
2026-09-25T20:33:07.370375,146,09/25/2026 20:33:09.990,2.53996,19430.9,5.57231
2026-09-25T20:33:09.343867,147,09/25/2026 20:33:10.983,30.2901,34.9047,30.2901
2026-09-25T20:33:10.298558,148,09/25/2026 20:33:12.970,2.53658,19463.4,5.98573
2026-09-25T20:33:11.373220,149,09/25/2026 20:33:13.963,2.53425,19481.6,5.59999
2026-09-25T20:33:12.276662,150,09/25/2026 20:33:14.957,2.54055,19468.3,5.58225
2026-09-25T20:33:13.323927,151,09/25/2026 20:33:15.950,2.53529,19511.3,5.18712
2026-09-25T20:33:14.360226,152,09/25/2026 20:33:16.943,2.5352,19513.1,5.84808
2026-09-25T20:33:15.300878,153,09/25/2026 20:33:17.936,2.53666,19518.5,5.60548
2026-09-25T20:33:16.331840,154,09/25/2026 20:33:18.930,2.5388,19523,5.21162
2026-09-25T20:33:17.315896,155,09/25/2026 20:33:19.923,2.53687,19534.7,5.95499
2026-09-25T20:33:19.231175,156,09/25/2026 20:33:20.916,34.9047,30.2892,2.53786
2026-09-25T20:33:20.226490,157,09/25/2026 20:33:22.903,2.53642,19537.9,5.97798
2026-09-25T20:33:21.248313,158,09/25/2026 20:33:23.896,2.53533,19560.6,5.77126
2026-09-25T20:33:22.269408,159,09/25/2026 20:33:24.889,2.54103,19547.2,5.41516
2026-09-25T20:33:23.288872,160,09/25/2026 20:33:25.883,2.53668,19533.1,5.83146
2026-09-25T20:33:24.231827,161,09/25/2026 20:33:26.876,2.54091,19544.3,6.03203
2026-09-25T20:33:25.191808,162,09/25/2026 20:33:27.869,2.54009,19556.3,5.33474
2026-09-25T20:33:26.251196,163,09/25/2026 20:33:28.863,2.53901,19561.7,5.82574
2026-09-25T20:33:27.209880,164,09/25/2026 20:33:29.856,2.5354,19562.6,5.41026
2026-09-25T20:33:29.222960,165,09/25/2026 20:33:30.849,35.0024,30.2883,2.53914
2026-09-25T20:33:30.152046,166,09/25/2026 20:33:32.836,2.53602,19575.3,5.81988
2026-09-25T20:33:31.177695,167,09/25/2026 20:33:33.829,2.53831,19564,5.54354
2026-09-25T20:33:32.229300,168,09/25/2026 20:33:34.822,2.53495,19581.4,5.59826
2026-09-25T20:33:33.215663,169,09/25/2026 20:33:35.815,2.53869,19581.8,5.88022
2026-09-25T20:33:34.183705,170,09/25/2026 20:33:36.809,2.53751,19581.9,5.42331
2026-09-25T20:33:35.179581,171,09/25/2026 20:33:37.802,2.54097,19594.5,5.84986
2026-09-25T20:33:36.139453,172,09/25/2026 20:33:38.795,2.54094,19580.5,5.50237
2026-09-25T20:33:37.099189,173,09/25/2026 20:33:39.789,2.53952,19603.1,5.46569
2026-09-25T20:33:39.103481,174,09/25/2026 20:33:40.782,35.0024,30.2869,2.54188
2026-09-25T20:33:40.164413,175,09/25/2026 20:33:42.768,2.53869,19603.9,5.53714
2026-09-25T20:33:41.095186,176,09/25/2026 20:33:43.762,2.53869,19577.2,5.36919
2026-09-25T20:33:42.146755,177,09/25/2026 20:33:44.755,2.54025,19587.5,5.22348
2026-09-25T20:33:43.083223,178,09/25/2026 20:33:45.748,2.54221,19582.6,5.41136
2026-09-25T20:33:44.138078,179,09/25/2026 20:33:46.742,2.53765,19593.7,5.06153
2026-09-25T20:33:45.099934,180,09/25/2026 20:33:47.735,2.54232,19591.8,5.86919
2026-09-25T20:33:46.121826,181,09/25/2026 20:33:48.728,2.53943,19601.8,6.07475
2026-09-25T20:33:47.082940,182,09/25/2026 20:33:49.721,2.54066,19600.8,5.55811
2026-09-25T20:33:49.107688,183,09/25/2026 20:33:50.715,35.0024,30.2864,2.54061
2026-09-25T20:33:50.056424,184,09/25/2026 20:33:52.701,2.54094,19647.5,5.50941
2026-09-25T20:33:51.016549,185,09/25/2026 20:33:53.695,2.53741,19651.7,5.27089
2026-09-25T20:33:52.077215,186,09/25/2026 20:33:54.688,2.54194,19638.6,5.44062
2026-09-25T20:33:53.033607,187,09/25/2026 20:33:55.681,2.54246,19636.6,5.38524
2026-09-25T20:33:54.003711,188,09/25/2026 20:33:56.674,2.54077,19637.4,5.59191
2026-09-25T20:33:54.977428,189,09/25/2026 20:33:57.668,2.53984,19614.3,5.54479
2026-09-25T20:33:55.961339,190,09/25/2026 20:33:58.661,2.54003,19592.8,5.70063
2026-09-25T20:33:56.956420,191,09/25/2026 20:33:59.654,2.54197,19583.1,5.86615
2026-09-25T20:33:59.002108,192,09/25/2026 20:34:00.647,35.0611,30.2846,2.53914
2026-09-25T20:34:00.050196,193,09/25/2026 20:34:02.634,2.54208,19533.5,5.40303
2026-09-25T20:34:00.954414,194,09/25/2026 20:34:03.627,2.54175,19515.7,5.30844
2026-09-25T20:34:01.926197,195,09/25/2026 20:34:04.621,2.53886,19519.4,4.80731
2026-09-25T20:34:02.995502,196,09/25/2026 20:34:05.614,2.54078,19510.9,5.39288
2026-09-25T20:34:04.001328,197,09/25/2026 20:34:06.607,2.54184,19474.8,5.28492
2026-09-25T20:34:04.997296,198,09/25/2026 20:34:07.600,2.53886,19491.6,5.54876
2026-09-25T20:34:05.970638,199,09/25/2026 20:34:08.594,2.54117,19489.1,5.18262
2026-09-25T20:34:06.893355,200,09/25/2026 20:34:09.587,2.53844,19498,5.60563
2026-09-25T20:34:08.969520,201,09/25/2026 20:34:10.580,35.1001,30.2844,2.54215
2026-09-25T20:34:09.977547,202,09/25/2026 20:34:12.567,2.54157,19517.6,5.1228
2026-09-25T20:34:10.919307,203,09/25/2026 20:34:13.560,2.54056,19552.2,5.62283
2026-09-25T20:34:11.937354,204,09/25/2026 20:34:14.553,2.53889,19560.1,5.1759
2026-09-25T20:34:12.872954,205,09/25/2026 20:34:15.547,2.5371,19589.1,5.69621
2026-09-25T20:34:13.896963,206,09/25/2026 20:34:16.540,2.53975,19589.6,5.3012
2026-09-25T20:34:14.940535,207,09/25/2026 20:34:17.533,2.53933,19595,5.17299
2026-09-25T20:34:15.913738,208,09/25/2026 20:34:18.527,2.53745,19630.8,4.94437
2026-09-25T20:34:16.865530,209,09/25/2026 20:34:19.520,2.54455,19607.8,5.30687
2026-09-25T20:34:17.818486,210,09/25/2026 20:34:20.513,2.54422,19631.1,5.53316
2026-09-25T20:34:19.886884,211,09/25/2026 20:34:21.506,30.2849,35.1001,30.2849
2026-09-25T20:34:20.856998,212,09/25/2026 20:34:23.493,2.54328,19630.1,5.09276
2026-09-25T20:34:21.877818,213,09/25/2026 20:34:24.486,2.54099,19632.1,5.35138
2026-09-25T20:34:22.829348,214,09/25/2026 20:34:25.479,2.54212,19629.5,5.17274
2026-09-25T20:34:23.874548,215,09/25/2026 20:34:26.473,2.53861,19647.3,5.68587
2026-09-25T20:34:24.805656,216,09/25/2026 20:34:27.466,2.54836,19608.5,5.23187
2026-09-25T20:34:25.857653,217,09/25/2026 20:34:28.459,2.54035,19618.5,5.2735
2026-09-25T20:34:26.813858,218,09/25/2026 20:34:29.453,2.54181,19633.4,4.95508
2026-09-25T20:34:27.841481,219,09/25/2026 20:34:30.446,2.54166,19631,5.10064
2026-09-25T20:34:29.789056,220,09/25/2026 20:34:31.439,30.2846,35.1197,30.2846
2026-09-25T20:34:30.827359,221,09/25/2026 20:34:33.426,2.54248,19637.3,5.75211
2026-09-25T20:34:31.754401,222,09/25/2026 20:34:34.419,2.54161,19640.2,5.74966
2026-09-25T20:34:32.775816,223,09/25/2026 20:34:35.412,2.54063,19634,5.19552
2026-09-25T20:34:33.811718,224,09/25/2026 20:34:36.406,2.54491,19612,4.82069
2026-09-25T20:34:34.783095,225,09/25/2026 20:34:37.399,2.54081,19613.8,5.45033
2026-09-25T20:34:35.772409,226,09/25/2026 20:34:38.392,2.539,19607.3,5.09566
2026-09-25T20:34:36.745871,227,09/25/2026 20:34:39.385,2.53989,19603.3,5.19188
2026-09-25T20:34:37.709302,228,09/25/2026 20:34:40.379,2.54542,19582.3,5.05336
2026-09-25T20:34:39.692915,229,09/25/2026 20:34:41.372,30.2854,35.1979,30.2854
2026-09-25T20:34:40.748785,230,09/25/2026 20:34:43.359,2.54018,19536.5,5.39016
2026-09-25T20:34:41.727517,231,09/25/2026 20:34:44.352,2.5372,19526.7,5.12059
2026-09-25T20:34:42.704684,232,09/25/2026 20:34:45.345,2.54094,19518.3,5.02105
2026-09-25T20:34:43.712027,233,09/25/2026 20:34:46.338,2.54052,19516.3,5.4873
2026-09-25T20:34:44.726451,234,09/25/2026 20:34:47.332,2.54127,19469.5,5.47057
2026-09-25T20:34:45.979831,235,09/25/2026 20:34:48.325,2.54109,19466.1,4.781
2026-09-25T20:34:47.908654,236,09/25/2026 20:34:49.318,2.54016,19439.2,5.49697
2026-09-25T20:34:47.915198,237,09/25/2026 20:34:50.311,2.54122,19419.6,4.99999
2026-09-25T20:34:49.667637,238,09/25/2026 20:34:51.305,30.2835,35.1979,30.2835
2026-09-25T20:34:50.661524,239,09/25/2026 20:34:53.291,2.5465,19355.4,5.52861
2026-09-25T20:34:51.669662,240,09/25/2026 20:34:54.285,2.54175,19355.3,5.33255
2026-09-25T20:34:52.661833,241,09/25/2026 20:34:55.278,2.5429,19340,4.57827
2026-09-25T20:34:53.659520,242,09/25/2026 20:34:56.271,2.53922,19333.9,5.04284
2026-09-25T20:34:54.621384,243,09/25/2026 20:34:57.264,2.53935,19338.4,5.22126
2026-09-25T20:34:55.582483,244,09/25/2026 20:34:58.258,2.54223,19343.4,4.83945
2026-09-25T20:34:56.590435,245,09/25/2026 20:34:59.251,2.53983,19327.7,4.73622
2026-09-25T20:34:57.578822,246,09/25/2026 20:35:00.244,2.54082,19325.4,4.87476
2026-09-25T20:34:59.604426,247,09/25/2026 20:35:01.238,35.1979,30.2818,2.53988
2026-09-25T20:35:00.537082,248,09/25/2026 20:35:03.224,2.5419,19318,4.72048
2026-09-25T20:35:01.547736,249,09/25/2026 20:35:04.217,2.54129,19329.5,4.92468
2026-09-25T20:35:02.585454,250,09/25/2026 20:35:05.211,2.53863,19331.4,4.5627
2026-09-25T20:35:03.578587,251,09/25/2026 20:35:06.204,2.54176,19329.3,5.23309
2026-09-25T20:35:04.564999,252,09/25/2026 20:35:07.197,2.54088,19324.1,4.82531
2026-09-25T20:35:05.509987,253,09/25/2026 20:35:08.191,2.5414,19319.4,4.95968
2026-09-25T20:35:06.575743,254,09/25/2026 20:35:09.184,2.53704,19307,4.4866
2026-09-25T20:35:07.506730,255,09/25/2026 20:35:10.177,2.5417,19286.3,4.66321
2026-09-25T20:35:09.491907,256,09/25/2026 20:35:11.170,35.1979,30.28,2.54225
2026-09-25T20:35:10.556419,257,09/25/2026 20:35:13.157,2.53763,19318.9,5.13885
2026-09-25T20:35:11.461519,258,09/25/2026 20:35:14.150,2.54266,19338.2,4.42871
2026-09-25T20:35:12.469752,259,09/25/2026 20:35:15.143,2.53844,19329.4,5.07747
2026-09-25T20:35:13.447440,260,09/25/2026 20:35:16.137,2.54095,19329.1,5.03645
2026-09-25T20:35:14.532704,261,09/25/2026 20:35:17.130,2.53949,19336.9,4.16727
2026-09-25T20:35:15.473995,262,09/25/2026 20:35:18.123,2.54297,19318.3,4.92009
2026-09-25T20:35:16.454396,263,09/25/2026 20:35:19.117,2.54089,19327.7,4.6746
2026-09-25T20:35:17.459580,264,09/25/2026 20:35:20.110,2.54282,19316.5,4.94438
2026-09-25T20:35:19.491781,265,09/25/2026 20:35:21.103,35.2467,30.2789,2.54318
2026-09-25T20:35:20.482495,266,09/25/2026 20:35:23.090,2.5383,19307.7,4.51312
2026-09-25T20:35:21.475318,267,09/25/2026 20:35:24.083,2.54027,19285.9,4.6542
2026-09-25T20:35:22.415676,268,09/25/2026 20:35:25.076,2.53951,19277.3,4.61462
2026-09-25T20:35:23.382322,269,09/25/2026 20:35:26.070,2.53866,19261.3,4.54206
2026-09-25T20:35:24.416918,270,09/25/2026 20:35:27.063,2.543,19263.1,4.48723
2026-09-25T20:35:25.471595,271,09/25/2026 20:35:28.056,2.5361,19256.1,5.09192
2026-09-25T20:35:26.440169,272,09/25/2026 20:35:29.049,2.54134,19257.8,5.07899
2026-09-25T20:35:27.427501,273,09/25/2026 20:35:30.043,2.54091,19237.7,4.55522
2026-09-25T20:35:29.425473,274,09/25/2026 20:35:31.036,2.5376,19245.7,4.39617
2026-09-25T20:35:30.433465,275,09/25/2026 20:35:33.023,2.5429,19235.5,4.68528
2026-09-25T20:35:31.373758,276,09/25/2026 20:35:34.016,2.54216,19208.6,4.36821
2026-09-25T20:35:32.411590,277,09/25/2026 20:35:35.009,2.54137,19211.9,4.71699
2026-09-25T20:35:33.359262,278,09/25/2026 20:35:36.002,2.5458,19188.5,4.46121
2026-09-25T20:35:34.386649,279,09/25/2026 20:35:36.996,2.53889,19189.4,4.57093
2026-09-25T20:35:35.393484,280,09/25/2026 20:35:37.989,2.54183,19171.3,4.30184
2026-09-25T20:35:36.370352,281,09/25/2026 20:35:38.982,2.54052,19173,4.14637
2026-09-25T20:35:37.349746,282,09/25/2026 20:35:39.975,2.54436,19175.6,4.53765
2026-09-25T20:35:38.389040,283,09/25/2026 20:35:40.969,2.54151,19183.1,4.61108
2026-09-25T20:35:40.282652,284,09/25/2026 20:35:41.962,35.2956,30.2769,2.54143
2026-09-25T20:35:41.289782,285,09/25/2026 20:35:43.949,2.54484,19132.3,4.53146
2026-09-25T20:35:42.252985,286,09/25/2026 20:35:44.942,2.54604,19117.7,4.6883
2026-09-25T20:35:43.317295,287,09/25/2026 20:35:45.935,2.54185,19125.8,4.68713
2026-09-25T20:35:44.340205,288,09/25/2026 20:35:46.928,2.54137,19080.6,4.12225
2026-09-25T20:35:45.367368,289,09/25/2026 20:35:47.922,2.54205,19084.9,4.18134
2026-09-25T20:35:46.260929,290,09/25/2026 20:35:48.915,2.54433,19062.8,4.4509
